episode,reward_safe,reward_std,violations_safe,violations_std,lagrangian_lambda,comp_cost,comp_carbon,comp_degrad,comp_safety
68,-75475.26255114638,-75495.19573015519,0.0,25.92418061847437,0.1,179.70300607415805,179.70300607415805,44.92575151853951,0.0
69,-73210.95961873633,-73217.37604093453,0.0,28.501549397044958,0.1,174.31180861603892,174.31180861603892,43.57795215400973,0.0
70,-75887.57591953519,-75896.81954127281,0.0,25.610049073226808,0.1,180.68470457032188,180.68470457032188,45.17117614258047,0.0
71,-73781.07240957551,-73821.67325495821,0.0,24.51970050137675,0.1,175.66922002279884,175.66922002279884,43.91730500569971,0.0
72,-72181.28794720417,-72207.78068046703,0.0,21.48411787437056,0.1,171.86020939810518,171.86020939810518,42.965052349526296,0.0
73,-73241.57467337552,-73256.22478847056,0.0,33.85400317817755,0.1,174.38470160327506,174.38470160327506,43.596175400818765,0.0
74,-74230.4256951007,-74239.15602452282,0.0,34.062242789984644,0.1,176.73910879785882,176.73910879785882,44.184777199464705,0.0
75,-73283.13695617043,-73305.21447552499,0.0,22.18766612052866,0.1,174.48365941945343,174.48365941945343,43.62091485486336,0.0
76,-74530.61213877151,-74551.93621616207,0.0,29.86277224813365,0.1,177.45383842564647,177.45383842564647,44.36345960641162,0.0
77,-72987.02644189232,-73008.24454151449,0.0,17.148876400547717,0.1,173.7786343854579,173.7786343854579,43.44465859636448,0.0
78,-74504.89791345038,-74512.62654169212,0.0,23.762406822242475,0.1,177.39261407964375,177.39261407964375,44.34815351991094,0.0
79,-75152.5986245166,-75166.8542902256,0.0,28.103360487753392,0.1,178.93475862980145,178.93475862980145,44.73368965745036,0.0
80,-72730.64015840167,-72747.417168411,0.0,18.323278206449494,0.1,173.1681908533373,173.1681908533373,43.29204771333433,0.0
81,-74140.79659561257,-74159.59857412263,0.0,28.052928726419115,0.1,176.52570618002994,176.52570618002994,44.131426545007486,0.0
82,-73468.3731123341,-73488.9710168134,0.0,30.403903627773108,0.1,174.92469788650976,174.92469788650976,43.73117447162744,0.0
83,-74295.81275474957,-74319.15197629506,0.0,27.295900396142184,0.1,176.89479227321326,176.89479227321326,44.223698068303314,0.0
84,-76049.46684889305,-76063.76519177847,0.0,16.69519533242004,0.1,181.07015916403108,181.07015916403108,45.26753979100777,0.0
85,-73165.3854616584,-73184.68164384972,0.0,26.038438435815557,0.1,174.2032987182343,174.2032987182343,43.55082467955857,0.0
86,-73679.7470055215,-73697.46279389344,0.0,18.616257120898453,0.1,175.42796906076546,175.42796906076546,43.856992265191366,0.0
87,-74268.28002262172,-74272.46945721764,0.0,30.26576426666452,0.1,176.82923814909935,176.82923814909935,44.20730953727484,0.0
88,-72845.18977198318,-72859.79422044462,0.0,28.40750348686312,0.1,173.44092802853137,173.44092802853137,43.36023200713284,0.0
89,-74575.38463302312,-74590.66781678442,0.0,25.148780697478728,0.1,177.56043960243602,177.56043960243602,44.390109900609005,0.0
90,-72370.4965629154,-72394.87940097516,0.0,22.41977635891313,0.1,172.31070610217952,172.31070610217952,43.07767652554488,0.0
91,-74346.29553772155,-74362.25674549096,0.0,22.688623556474788,0.1,177.01498937552753,177.01498937552753,44.253747343881884,0.0
92,-71881.33122704539,-71891.98626477107,0.0,23.454139382656802,0.1,171.14602673106046,171.14602673106046,42.786506682765115,0.0
93,-71422.72991746763,-71439.95125518397,0.0,22.606256891682612,0.1,170.0541188511134,170.0541188511134,42.51352971277835,0.0
94,-71374.0471274716,-71401.60468872733,0.0,20.52696348890248,0.1,169.93820744636096,169.93820744636096,42.48455186159024,0.0
95,-70115.1129241555,-70128.24420771388,0.0,22.801344708629124,0.1,166.9407450575131,166.9407450575131,41.73518626437828,0.0
96,-68726.92683594287,-68756.39661478641,0.0,25.982773882557872,0.1,163.63554008557827,163.63554008557827,40.90888502139457,0.0
97,-70317.16890591981,-70342.4873513145,0.0,17.57219813481514,0.1,167.4218307283805,167.4218307283805,41.85545768209513,0.0
98,-71780.3280238127,-71797.99852647139,0.0,29.448153978117183,0.1,170.90554291383978,170.90554291383978,42.726385728459945,0.0
99,-71456.00795642752,-71471.83079632028,0.0,30.327401875326757,0.1,170.13335227720842,170.13335227720842,42.533338069302104,0.0
100,-71974.77911753426,-71984.60623303325,0.0,32.0467372009279,0.1,171.3685217084149,171.3685217084149,42.842130427103726,0.0
101,-70874.10668193197,-70912.09566316816,0.0,23.185807197801704,0.1,168.74787305221898,168.74787305221898,42.186968263054744,0.0
102,-69802.3137384936,-69812.8587132796,0.0,32.2669223855885,0.1,166.19598509165144,166.19598509165144,41.54899627291286,0.0
103,-71715.92518391517,-71746.72090537248,0.0,22.385699864233658,0.1,170.75220281884563,170.75220281884563,42.68805070471141,0.0
104,-70842.08661780406,-70852.8847496331,0.0,23.591076955697464,0.1,168.6716348042954,168.6716348042954,42.16790870107385,0.0
105,-70823.08308626089,-70824.63858115055,0.0,20.40674026757901,0.1,168.62638830062116,168.62638830062116,42.15659707515529,0.0
106,-69836.4973521429,-69841.45594447538,0.0,21.161012174479357,0.1,166.2773746479593,166.2773746479593,41.569343661989826,0.0
107,-71364.89751471755,-71379.55066584368,0.0,26.171073662682602,0.1,169.91642265408942,169.91642265408942,42.479105663522354,0.0
108,-71181.32686051229,-71211.83186544043,0.0,20.008229796306047,0.1,169.4793496678864,169.4793496678864,42.3698374169716,0.0
109,-68728.89629650375,-68753.73952048851,0.0,23.930055778872454,0.1,163.6402292773899,163.6402292773899,40.91005731934747,0.0
110,-68814.85519388621,-68829.36055678969,0.0,28.37409746083302,0.1,163.8448933187767,163.8448933187767,40.96122332969418,0.0
111,-69431.85035009352,-69435.6231298779,0.0,26.912048730920255,0.1,165.31392940498458,165.31392940498458,41.328482351246144,0.0
112,-72892.5170536058,-72909.18157568794,0.0,27.462256320040744,0.1,173.55361203239477,173.55361203239477,43.38840300809869,0.0
113,-70084.76284754784,-70102.65453398692,0.0,37.276500699554475,0.1,166.868482970352,166.868482970352,41.717120742588,0.0
114,-71541.97296407323,-71550.59556423071,0.0,22.345015224990913,0.1,170.33803086684102,170.33803086684102,42.584507716710256,0.0
115,-72591.38849886987,-72600.15709360562,0.0,22.222614404198726,0.1,172.83663928302352,172.83663928302352,43.20915982075588,0.0
116,-73622.30641290855,-73630.93254163548,0.0,30.94508265553776,0.1,175.29120574502036,175.29120574502036,43.82280143625509,0.0
117,-71812.77099739092,-71841.97603987082,0.0,22.14626853125262,0.1,170.982788089026,170.982788089026,42.7456970222565,0.0
118,-72893.787446871,-72900.46389113997,0.0,27.35707778193202,0.1,173.5566367782643,173.5566367782643,43.389159194566076,0.0
119,-74018.21189581549,-74027.68966537269,0.0,28.164659088777555,0.1,176.23383784717976,176.23383784717976,44.05845946179494,0.0
120,-74499.06784398059,-74516.0970741891,0.0,17.42127942501384,0.1,177.37873296185856,177.37873296185856,44.34468324046464,0.0
121,-75242.97580011944,-75273.45085213274,0.0,33.97938836547761,0.1,179.14994238123677,179.14994238123677,44.78748559530919,0.0
122,-74914.36350351588,-74923.23561661104,0.0,23.061492200320078,0.1,178.36753215122832,178.36753215122832,44.59188303780708,0.0
123,-73923.10416569239,-73940.96281959963,0.0,26.672283949935125,0.1,176.00739087069618,176.00739087069618,44.001847717674046,0.0
124,-75150.89886388369,-75172.48430661042,0.0,35.05102269383175,0.1,178.93071158067545,178.93071158067545,44.73267789516886,0.0
125,-74474.99968381271,-74488.23021153777,0.0,21.00851377730773,0.1,177.3214278186017,177.3214278186017,44.330356954650426,0.0
126,-73179.52127128819,-73180.72807900804,0.0,21.345349800290403,0.1,174.23695540782904,174.23695540782904,43.55923885195726,0.0
127,-76013.64180931039,-76028.31053958165,0.0,33.97278931758894,0.1,180.98486145073903,180.98486145073903,45.24621536268476,0.0
128,-72952.31873754495,-72962.14262455459,0.0,26.118939758194493,0.1,173.69599699415465,173.69599699415465,43.423999248538664,0.0
129,-73069.24587360851,-73084.08164464778,0.0,30.94196636724042,0.1,173.97439493716314,173.97439493716314,43.493598734290785,0.0
130,-73474.33458743732,-73514.60391169606,0.0,22.345656135398396,0.1,174.93889187485078,174.93889187485078,43.734722968712695,0.0
131,-74518.29738664774,-74528.40299222256,0.0,30.22080438534536,0.1,177.42451758725653,177.42451758725653,44.35612939681413,0.0
132,-73114.83442562821,-73136.65334052448,0.0,34.23353662868017,0.1,174.0829391086386,174.0829391086386,43.52073477715965,0.0
133,-74230.59979713535,-74251.43907898861,0.0,23.203539546064704,0.1,176.73952332651274,176.73952332651274,44.184880831628185,0.0
134,-75084.72997098755,-75105.63651929448,0.0,30.543517902914537,0.1,178.7731665975894,178.7731665975894,44.69329164939735,0.0
135,-74341.58443808442,-74364.7892598964,0.0,27.53637015553649,0.1,177.0037724716296,177.0037724716296,44.2509431179074,0.0
136,-74228.28837850738,-74253.95512540327,0.0,30.846477952228362,0.1,176.7340199488271,176.7340199488271,44.183504987206774,0.0
137,-75761.76517858663,-75790.58676849701,0.0,28.243549437948214,0.1,180.38515518711105,180.38515518711105,45.09628879677776,0.0
138,-74417.56934792611,-74430.89816712294,0.0,25.733568432166614,0.1,177.1846889236336,177.1846889236336,44.2961722309084,0.0
139,-75245.0790808529,-75272.14417051797,0.0,20.91532164506382,0.1,179.1549501925069,179.1549501925069,44.788737548126726,0.0
140,-73948.55636044964,-73967.24309353837,0.0,23.033305938363196,0.1,176.06799133440393,176.06799133440393,44.01699783360098,0.0
141,-76858.21292866005,-76873.5003768894,0.0,31.392259313036494,0.1,182.99574506823825,182.99574506823825,45.74893626705956,0.0
142,-72942.7457780698,-72959.65676875,0.0,25.232182740780743,0.1,173.67320423349952,173.67320423349952,43.41830105837488,0.0
143,-75007.87948082162,-75009.28091941182,0.0,28.731267830136105,0.1,178.59018924005147,178.59018924005147,44.64754731001287,0.0
144,-75802.60562554405,-75824.06046735546,0.0,35.8162736165273,0.1,180.48239434653345,180.48239434653345,45.12059858663336,0.0
145,-74041.27590250433,-74053.1981201548,0.0,26.095751638319694,0.1,176.28875214881987,176.28875214881987,44.07218803720497,0.0
146,-73002.74720732885,-73020.24104416596,0.0,32.887266398817374,0.1,173.81606477935443,173.81606477935443,43.45401619483861,0.0
147,-74270.42915441979,-74284.47619909592,0.0,26.395107628851697,0.1,176.83435512957095,176.83435512957095,44.20858878239274,0.0
148,-75687.94628979977,-75709.02525489694,0.0,25.93304561578179,0.1,180.2093959280947,180.2093959280947,45.05234898202367,0.0
149,-74219.03225054171,-74229.5679143962,0.0,25.97044996449154,0.1,176.71198154890885,176.71198154890885,44.17799538722721,0.0
150,-74071.10901966308,-74096.84533716168,0.0,19.8674235029447,0.1,176.35978338015022,176.35978338015022,44.089945845037555,0.0
151,-72245.77601762542,-72262.10571436689,0.0,21.499395925304135,0.1,172.0137524229177,172.0137524229177,43.00343810572942,0.0
152,-74295.11922551099,-74322.06969180024,0.0,17.384065476081126,0.1,176.89314101312144,176.89314101312144,44.22328525328036,0.0
153,-72635.56539200239,-72644.97617352968,0.0,26.886059375322603,0.1,172.94182236191045,172.94182236191045,43.23545559047761,0.0
154,-74709.80274810638,-74740.45798839872,0.0,24.67124869463506,0.1,177.8804827335866,177.8804827335866,44.47012068339665,0.0
155,-73627.41927454753,-73636.8672792806,0.0,34.40578534720295,0.1,175.3033792251132,175.3033792251132,43.8258448062783,0.0
156,-76627.48493231874,-76628.00479331457,0.0,14.005970216899591,0.1,182.446392695997,182.446392695997,45.61159817399925,0.0
157,-74719.37268770499,-74738.77283220552,0.0,22.489728878236946,0.1,177.9032683040595,177.9032683040595,44.47581707601488,0.0
158,-72989.28773646345,-72994.07540829213,0.0,28.541782236496765,0.1,173.78401842015106,173.78401842015106,43.446004605037764,0.0
159,-75002.58344967518,-75020.02145681289,0.0,22.179606846316357,0.1,178.57757964208378,178.57757964208378,44.644394910520944,0.0
160,-77233.61182798701,-77235.8087840003,0.0,29.362286641400722,0.1,183.88955197139765,183.88955197139765,45.97238799284941,0.0
161,-74364.85756310396,-74386.35957488354,0.0,24.504120681103085,0.1,177.05918467405704,177.05918467405704,44.26479616851426,0.0
162,-75056.55203394333,-75090.0184039038,0.0,19.649576168369236,0.1,178.70607627129365,178.70607627129365,44.67651906782341,0.0
163,-73350.02720209348,-73349.77195038424,0.0,21.540459650593778,0.1,174.64292190974638,174.64292190974638,43.660730477436594,0.0
164,-76000.51606873164,-76015.06020856809,0.0,26.21669724661346,0.1,180.9536096874563,180.9536096874563,45.23840242186407,0.0
165,-74515.96066912905,-74528.5483085505,0.0,26.760276982571483,0.1,177.4189539741168,177.4189539741168,44.3547384935292,0.0
166,-73975.9608154656,-73978.4454212237,0.0,32.2188230203663,0.1,176.13324003682288,176.13324003682288,44.03331000920572,0.0
167,-74920.1461339725,-74934.32462218858,0.0,30.586479157940637,0.1,178.38130031898217,178.38130031898217,44.59532507974554,0.0
168,-75154.4828624648,-75172.91011592858,0.0,27.283766095768918,0.1,178.9392449106305,178.9392449106305,44.73481122765762,0.0
169,-76485.7643504966,-76506.46202329893,0.0,27.238542800086574,0.1,182.10896273927762,182.10896273927762,45.527240684819404,0.0
170,-74940.78768553921,-74962.21491313788,0.0,31.645762650662157,0.1,178.43044687033148,178.43044687033148,44.60761171758287,0.0
171,-73387.57021369123,-73404.53542538824,0.0,28.54501878794256,0.1,174.73231003259818,174.73231003259818,43.683077508149545,0.0
172,-73437.01958835423,-73451.12223141135,0.0,32.200586077247365,0.1,174.85004663893864,174.85004663893864,43.71251165973466,0.0
173,-73987.49802104122,-73995.73409802062,0.0,34.004702164554075,0.1,176.16070957390767,176.16070957390767,44.04017739347692,0.0
174,-74455.24558909121,-74469.84400958476,0.0,17.84612448940976,0.1,177.27439425974097,177.27439425974097,44.31859856493524,0.0
175,-75841.98394742626,-75858.26499157536,0.0,21.594741712625595,0.1,180.5761522557768,180.5761522557768,45.1440380639442,0.0
176,-74461.36296973458,-74484.76940522446,0.0,21.736880103488044,0.1,177.288959451749,177.288959451749,44.32223986293725,0.0
177,-73804.79967700515,-73815.337842673,0.0,15.552296345272346,0.1,175.72571351667895,175.72571351667895,43.93142837916974,0.0
178,-73770.27630978443,-73780.75324659194,0.0,12.880603366855217,0.1,175.64351502329626,175.64351502329626,43.910878755824065,0.0
179,-75064.54608788782,-75063.70705965297,0.0,28.802073280721487,0.1,178.72510973306626,178.72510973306626,44.681277433266565,0.0
180,-74044.60461320716,-74067.46261479368,0.0,27.127287808924823,0.1,176.29667765049325,176.29667765049325,44.07416941262331,0.0
181,-74933.95455843033,-74939.28479699904,0.0,24.7614432192901,0.1,178.41417752007223,178.41417752007223,44.60354438001806,0.0
182,-75646.85951629469,-75661.82349090379,0.0,19.208176554037287,0.1,180.1115702768921,180.1115702768921,45.02789256922303,0.0
183,-76082.06298475043,-76112.0969677681,0.0,29.386811452878355,0.1,181.14776901131057,181.14776901131057,45.28694225282764,0.0
184,-75736.47678787865,-75749.26714614035,0.0,25.134429194972654,0.1,180.32494473304442,180.32494473304442,45.081236183261105,0.0
185,-75121.35279768222,-75138.4366257617,0.0,14.791325657878547,0.1,178.86036380400532,178.86036380400532,44.71509095100133,0.0
186,-74414.39790494504,-74426.92613111984,0.0,21.590078760011007,0.1,177.17713786891676,177.17713786891676,44.29428446722919,0.0
187,-75452.84514995271,-75457.82894985376,0.0,23.594498535570224,0.1,179.64963130941123,179.64963130941123,44.91240782735281,0.0
188,-74719.92328053364,-74752.90014580214,0.0,28.20421430633505,0.1,177.9045792393658,177.9045792393658,44.47614480984145,0.0
189,-75483.39898008843,-75492.6871901906,0.0,27.862913906780793,0.1,179.7223785240201,179.7223785240201,44.93059463100502,0.0
190,-74747.52558955981,-74776.51914392567,0.0,29.623168414563843,0.1,177.97029902276145,177.97029902276145,44.49257475569036,0.0
191,-74421.65705507547,-74437.25335877467,0.0,21.76531611147213,0.1,177.1944215597035,177.1944215597035,44.298605389925875,0.0
192,-75259.22560990688,-75281.20784304301,0.0,26.967426927108747,0.1,179.1886324045402,179.1886324045402,44.79715810113505,0.0
193,-73575.50481162239,-73599.45674382267,0.0,28.175859008409848,0.1,175.17977336100572,175.17977336100572,43.79494334025143,0.0
194,-73795.79113069334,-73821.28665784653,0.0,22.32382394219716,0.1,175.70426459688892,175.70426459688892,43.92606614922223,0.0
195,-75171.47800724587,-75199.65194790221,0.0,25.987998023461998,0.1,178.9797095410616,178.9797095410616,44.7449273852654,0.0
196,-76101.91092189119,-76137.66353061744,0.0,21.55406090955216,0.1,181.19502600450284,181.19502600450284,45.29875650112571,0.0
197,-74096.64092244463,-74129.00056047628,0.0,25.989553917313238,0.1,176.42057362486815,176.42057362486815,44.10514340621704,0.0
198,-72136.0772632897,-72144.56308325355,0.0,22.58057082972839,0.1,171.75256491259452,171.75256491259452,42.93814122814863,0.0
199,-74752.40468329353,-74764.20121021158,0.0,27.120829732009582,0.1,177.98191591260365,177.98191591260365,44.49547897815091,0.0
200,-73295.36490328088,-73315.59325816123,0.0,22.131499980307105,0.1,174.5127735792402,174.5127735792402,43.62819339481005,0.0
201,-74974.81163366501,-74989.5680877424,0.0,35.71135179305932,0.1,178.511456270631,178.511456270631,44.62786406765775,0.0
202,-74273.90304907787,-74306.17848077888,0.0,27.18161834837016,0.1,176.84262630732826,176.84262630732826,44.210656576832065,0.0
203,-74512.85060068524,-74528.23063546693,0.0,25.600156633591308,0.1,177.41154904925057,177.41154904925057,44.35288726231264,0.0
204,-72579.98716641989,-72601.1223461472,0.0,19.886037174007974,0.1,172.80949325338068,172.80949325338068,43.20237331334517,0.0
205,-73619.69738578782,-73632.12362041358,0.0,16.657079630612053,0.1,175.28499377568528,175.28499377568528,43.82124844392132,0.0
206,-73840.41194657805,-73859.4041778041,0.0,28.235979698513706,0.1,175.81050463470967,175.81050463470967,43.95262615867742,0.0
207,-74476.33373007273,-74486.50186544974,0.0,32.869933816450164,0.1,177.3246041192208,177.3246041192208,44.3311510298052,0.0
208,-73791.3267723409,-73794.06911571087,0.0,17.6781255989509,0.1,175.69363517224025,175.69363517224025,43.92340879306006,0.0
209,-74459.76461797165,-74477.00913615726,0.0,30.235491513060772,0.1,177.28515385231347,177.28515385231347,44.32128846307837,0.0
210,-72515.54407924334,-72547.38335615791,0.0,22.7055786856553,0.1,172.65605733153174,172.65605733153174,43.164014332882935,0.0
211,-75233.4550940105,-75259.24190234482,0.0,24.807457652496463,0.1,179.12727403335833,179.12727403335833,44.78181850833958,0.0
212,-73717.58836879783,-73730.86209579842,0.0,29.41829968743336,0.1,175.51806754475678,175.51806754475678,43.879516886189194,0.0
213,-75715.50356913425,-75737.02679791838,0.0,17.118039215078753,0.1,180.2750084979387,180.2750084979387,45.068752124484675,0.0
