episode,reward_safe,reward_std,violations_safe,violations_std,lagrangian_lambda,comp_cost,comp_carbon,comp_degrad,comp_safety
487,-73566.71148564926,-73558.08216129383,0.0,19.95134647645031,0.1,175.15883687059346,175.15883687059346,43.789709217648365,0.0
488,-72210.7969730649,-72231.98851567495,0.0,35.2874773485585,0.1,171.93046898348788,171.93046898348788,42.98261724587197,0.0
489,-71737.3133338961,-71752.52127097287,0.0,21.35998529385433,0.1,170.80312698546692,170.80312698546692,42.70078174636673,0.0
490,-72385.54515265873,-72398.71618824768,0.0,31.874382095740923,0.1,172.34653607775888,172.34653607775888,43.08663401943972,0.0
491,-72857.40816272289,-72865.94852093165,0.0,21.00403996674873,0.1,173.47001943505452,173.47001943505452,43.36750485876363,0.0
492,-72245.7294391967,-72255.90200397489,0.0,20.233356958706437,0.1,172.01364152189691,172.01364152189691,43.00341038047423,0.0
493,-70868.5052489672,-70884.73195212714,0.0,33.1233922923478,0.1,168.73453630706476,168.73453630706476,42.18363407676619,0.0
494,-70689.1868518966,-70707.41764462776,5.551115123125783e-17,23.738232489368563,0.1,168.30758774261093,168.30758774261093,42.076896935652734,-1.6521175961683876e-18
495,-73054.62702861127,-73066.70891592212,0.0,17.184045956516716,0.1,173.93958816336018,173.93958816336018,43.484897040840046,0.0
496,-72741.28313269606,-72765.11423046753,0.0,24.61081401493599,0.1,173.19353126832397,173.19353126832397,43.29838281708099,0.0
497,-73081.61671286673,-73094.81191373082,0.0,40.965537839224304,0.1,174.00384931634937,174.00384931634937,43.50096232908734,0.0
498,-70366.7401057412,-70384.72763482486,0.0,21.24104474952408,0.1,167.53985739462192,167.53985739462192,41.88496434865548,0.0
499,-72069.4726706713,-72080.20909470924,2.7755575615628914e-17,30.742228545983775,0.1,171.5939825492174,171.5939825492174,42.89849563730435,-8.260587980841938e-19
500,-69478.9896395744,-69495.12234367977,0.0,17.808610108413166,0.1,165.4261658085105,165.4261658085105,41.35654145212762,0.0
501,-69758.05682879723,-69782.24911814298,0.0,21.65927957230503,0.1,166.09061149713628,166.09061149713628,41.52265287428407,0.0
502,-71896.90588563577,-71930.63886339795,2.7755575615628914e-17,30.400240328573243,0.1,171.18310925151377,171.18310925151377,42.79577731287844,-8.260587980841938e-19
503,-68273.79253106653,-68284.31931210995,0.0,31.405081808675565,0.1,162.55664888349176,162.55664888349176,40.63916222087294,0.0
504,-67210.75509390097,-67226.43364900624,0.0,29.263868375611096,0.1,160.02560736643088,160.02560736643088,40.00640184160772,0.0
505,-67732.78586352587,-67752.63319169881,0.0,20.768216725045633,0.1,161.2685377702997,161.2685377702997,40.317134442574925,0.0
506,-66352.69860148769,-66361.26310316451,0.0,30.149804087905807,0.1,157.98261571782783,157.98261571782783,39.49565392945696,0.0
507,-68582.09197170773,-68593.74421838667,0.0,22.981757683790015,0.1,163.2906951707327,163.2906951707327,40.822673792683176,0.0
508,-67691.03817487328,-67696.48694907979,0.0,27.117995327967307,0.1,161.16913851160305,161.16913851160305,40.29228462790076,0.0
509,-67982.77182852775,-68018.39707772018,0.0,19.662335428728635,0.1,161.8637424488756,161.8637424488756,40.4659356122189,0.0
510,-67917.27022601935,-67932.51242058608,2.7755575615628914e-17,32.061102777077146,0.1,161.70778625242704,161.70778625242704,40.42694656310676,-8.260587980841938e-19
511,-67309.44681501038,-67323.65040109793,0.0,27.26185898124867,0.1,160.2605876547866,160.2605876547866,40.06514691369665,0.0
512,-67159.64516518764,-67164.02122990617,0.0,27.141535486038244,0.1,159.90391705997058,159.90391705997058,39.975979264992645,0.0
513,-66750.78748654453,-66763.91604389448,0.0,29.928649978399314,0.1,158.93044639653462,158.93044639653462,39.732611599133655,0.0
514,-67960.96434389646,-67987.83820441211,2.7755575615628914e-17,37.94781821009307,0.1,161.81181986642014,161.81181986642014,40.452954966605034,-8.260587980841938e-19
515,-66167.66362332877,-66188.45995506091,0.0,26.628981582910832,0.1,157.54205624602088,157.54205624602088,39.38551406150522,0.0
516,-68127.96373538145,-68144.90757839722,0.0,23.23416853594656,0.1,162.20943746519393,162.20943746519393,40.55235936629848,0.0
517,-69911.62971977187,-69930.01455820649,0.0,23.522992949304854,0.1,166.45626123755207,166.45626123755207,41.61406530938802,0.0
518,-68801.55527150331,-68818.23988126601,0.0,31.5879876780398,0.1,163.81322683691263,163.81322683691263,40.95330670922816,0.0
519,-69361.17154665614,-69366.10612100335,0.0,30.699392805645225,0.1,165.1456465396575,165.1456465396575,41.28641163491437,0.0
520,-69551.05548112563,-69579.22663179903,2.7755575615628914e-17,24.409657365044605,0.1,165.59775114553722,165.59775114553722,41.399437786384304,-8.260587980841938e-19
521,-71011.48393536496,-71005.26538637487,0.0,21.960890064527838,0.1,169.07496175086894,169.07496175086894,42.268740437717234,0.0
522,-70147.01302353635,-70174.98296900195,0.0,24.88565968850559,0.1,167.01669767508653,167.01669767508653,41.75417441877163,0.0
523,-69417.16570686511,-69422.17268454217,2.7755575615628914e-17,22.47612539385891,0.1,165.27896596872648,165.27896596872648,41.31974149218162,-8.260587980841938e-19
524,-68013.44666209354,-68036.85286235859,0.0,27.7336678410069,0.1,161.9367777668894,161.9367777668894,40.48419444172235,0.0
525,-67460.07704277447,-67472.68772178277,2.7755575615628914e-17,23.165877940926563,0.1,160.61923105422494,160.61923105422494,40.154807763556235,-8.260587980841938e-19
526,-68916.08265476272,-68927.16507327228,0.0,20.387949077507486,0.1,164.08591108276838,164.08591108276838,41.021477770692094,0.0
527,-70456.736372169,-70487.8901290637,0.0,23.3883976539433,0.1,167.75413421945,167.75413421945,41.9385335548625,0.0
528,-70965.87512215624,-70993.0467073645,0.0,32.60658025961226,0.1,168.96636933846725,168.96636933846725,42.24159233461681,0.0
529,-70111.85702107933,-70136.84013006081,0.0,22.841898436409757,0.1,166.93299290733174,166.93299290733174,41.733248226832934,0.0
530,-70621.34642646095,-70640.38372736431,0.0,24.879021968045418,0.1,168.1460629201451,168.1460629201451,42.03651573003628,0.0
531,-69174.12400592536,-69180.08698731806,0.0,26.621796408608017,0.1,164.70029525220326,164.70029525220326,41.175073813050815,0.0
532,-70289.8750354417,-70293.0846375301,0.0,30.93839694230782,0.1,167.35684532248024,167.35684532248024,41.83921133062006,0.0
533,-71582.98774425389,-71593.34157128091,0.0,26.005798279364196,0.1,170.4356851053664,170.4356851053664,42.6089212763416,0.0
534,-73104.77210509527,-73122.60498381073,0.0,23.705475131479613,0.1,174.05898120260778,174.05898120260778,43.514745300651946,0.0
535,-71960.94848078207,-71981.81541879682,0.0,22.62548171688738,0.1,171.3355916209097,171.3355916209097,42.833897905227424,0.0
536,-72886.70243648035,-72910.41540945493,2.7755575615628914e-17,18.270101598766257,0.1,173.5397677059056,173.5397677059056,43.3849419264764,-8.260587980841938e-19
537,-69673.19672190068,-69689.46051769613,0.0,34.694644995291426,0.1,165.88856362357305,165.88856362357305,41.47214090589326,0.0
538,-68677.3877671334,-68682.38445388735,2.7755575615628914e-17,21.611275147375743,0.1,163.5175899217462,163.5175899217462,40.87939748043655,-8.260587980841938e-19
539,-67878.51583751659,-67898.65491601318,2.7755575615628914e-17,25.89790890969799,0.1,161.61551389884903,161.61551389884903,40.40387847471226,-8.260587980841938e-19
540,-70394.54274727759,-70413.04904827033,5.551115123125783e-17,27.445935650738317,0.1,167.60605416018475,167.60605416018475,41.90151354004619,-1.6521175961683876e-18
541,-69102.13393467554,-69123.48114936116,0.0,30.548499209781117,0.1,164.52889032065607,164.52889032065607,41.13222258016402,0.0
542,-67923.91173188307,-67943.00991845236,2.7755575615628914e-17,23.793711726907286,0.1,161.72359936162636,161.72359936162636,40.43089984040659,-8.260587980841938e-19
543,-70060.88798356349,-70082.61372057551,2.7755575615628914e-17,34.49940967447608,0.1,166.81163805610353,166.81163805610353,41.70290951402588,-8.260587980841938e-19
544,-68384.84366974364,-68398.51733227982,2.7755575615628914e-17,20.127353476646793,0.1,162.82105635653247,162.82105635653247,40.70526408913312,-8.260587980841938e-19
545,-67987.47745475789,-68013.54826145075,0.0,24.398094180232007,0.1,161.87494632085213,161.87494632085213,40.46873658021303,0.0
546,-66586.57036215816,-66579.84366669803,0.0,29.23710838575211,0.1,158.5394532432337,158.5394532432337,39.63486331080843,0.0
547,-65605.96340229694,-65615.6101204374,2.7755575615628914e-17,24.547333588479198,0.1,156.2046747673737,156.2046747673737,39.05116869184342,-8.260587980841938e-19
548,-70915.91527380476,-70934.23507711044,0.0,25.952498398895333,0.1,168.84741731858276,168.84741731858276,42.21185432964569,0.0
549,-70459.33378116103,-70481.42829933242,0.0,22.822568147150783,0.1,167.76031852657388,167.76031852657388,41.94007963164347,0.0
550,-74033.52935876006,-74053.66041674183,0.0,23.702266612080415,0.1,176.27030799704775,176.27030799704775,44.06757699926194,0.0
551,-72465.68301918788,-72488.07112399676,0.0,28.076837420065267,0.1,172.53734052187593,172.53734052187593,43.13433513046898,0.0
552,-72101.46990925369,-72107.11552223325,0.0,30.42991058087516,0.1,171.67016645060403,171.67016645060403,42.91754161265101,0.0
553,-72988.35246417312,-72997.99282972197,0.0,29.040288991405724,0.1,173.7817915813646,173.7817915813646,43.44544789534115,0.0
554,-69883.01965766918,-69901.6925308032,0.0,34.190918383975614,0.1,166.3881420420695,166.3881420420695,41.59703551051737,0.0
555,-70918.50524801877,-70931.27058819505,2.7755575615628914e-17,23.253416019409013,0.1,168.85358392385422,168.85358392385422,42.213395980963554,-8.260587980841938e-19
556,-70569.67427442652,-70584.48007836765,0.0,23.484101085828623,0.1,168.0230339867298,168.0230339867298,42.00575849668245,0.0
557,-69671.75937122713,-69694.75879024656,0.0,16.91844695781706,0.1,165.8851413600646,165.8851413600646,41.47128534001615,0.0
558,-71824.1209860459,-71828.58416185444,0.0,19.660985392104035,0.1,171.0098118715379,171.0098118715379,42.75245296788447,0.0
559,-69733.57264058782,-69758.07571650756,2.7755575615628914e-17,33.553066862909624,0.1,166.0323158109234,166.0323158109234,41.50807895273085,-8.260587980841938e-19
560,-70057.98830296259,-70071.94381077721,2.7755575615628914e-17,24.155891384049948,0.1,166.80473405467285,166.80473405467285,41.70118351366821,-8.260587980841938e-19
561,-70502.36664580612,-70518.06716743726,0.0,30.809391513040953,0.1,167.86277772810982,167.86277772810982,41.965694432027455,0.0
562,-67812.82188908641,-67818.5483577445,0.0,26.191844913673926,0.1,161.45909973592,161.45909973592,40.36477493398,0.0
563,-68974.97399061805,-68999.72596691587,0.0,27.505470849699226,0.1,164.22612854909062,164.22612854909062,41.056532137272654,0.0
564,-69234.13957208034,-69251.03538824632,0.0,30.005230462835705,0.1,164.84318945733418,164.84318945733418,41.210797364333544,0.0
565,-69179.42679105395,-69167.39446812395,0.0,28.38937659765454,0.1,164.71292093108084,164.71292093108084,41.17823023277021,0.0
566,-68695.46967365255,-68703.92891682127,2.7755575615628914e-17,15.846835515717716,0.1,163.56064208012512,163.56064208012512,40.89016052003128,-8.260587980841938e-19
567,-66918.37630821252,-66938.48833420777,0.0,31.86829272581479,0.1,159.32946740050602,159.32946740050602,39.832366850126505,0.0
568,-67823.03522553107,-67836.66074038479,0.0,29.764372736014693,0.1,161.48341720364542,161.48341720364542,40.370854300911354,0.0
569,-67408.2334077363,-67439.35619031619,0.0,31.57457226792024,0.1,160.4957938279436,160.4957938279436,40.1239484569859,0.0
570,-67811.20723124463,-67842.60687653834,0.0,28.71063745535946,0.1,161.4552553124872,161.4552553124872,40.3638138281218,0.0
571,-67547.92864362389,-67563.6829800129,0.0,16.990170940514158,0.1,160.82840153243782,160.82840153243782,40.207100383109456,0.0
572,-68904.96643634586,-68917.50581146457,2.7755575615628914e-17,20.783767023419042,0.1,164.05944389606157,164.05944389606157,41.01486097401539,-8.260587980841938e-19
573,-67173.89892940855,-67210.60835658353,0.0,24.120570937838316,0.1,159.93785459382988,159.93785459382988,39.98446364845747,0.0
574,-67223.95723434376,-67240.18928241161,2.7755575615628914e-17,27.75742688020234,0.1,160.0570410341518,160.0570410341518,40.01426025853795,-8.260587980841938e-19
575,-66879.8085181863,-66895.24454265002,0.0,33.47525520215376,0.1,159.237639329015,159.237639329015,39.80940983225375,0.0
576,-69050.40378646126,-69059.17729284392,0.0,25.973037276186215,0.1,164.40572330109825,164.40572330109825,41.10143082527456,0.0
577,-69004.01071369562,-69011.58600783865,0.0,18.39988744389647,0.1,164.2952636040372,164.2952636040372,41.0738159010093,0.0
578,-66279.1266545366,-66288.00896362754,0.0,24.81481601475794,0.1,157.8074444155633,157.8074444155633,39.45186110389083,0.0
579,-66720.98777663537,-66731.6947543902,0.0,21.53789510063072,0.1,158.8594947062747,158.8594947062747,39.71487367656867,0.0
580,-66176.97897862246,-66177.91580398574,0.0,24.584472136856526,0.1,157.56423566338682,157.56423566338682,39.391058915846706,0.0
581,-68043.27544303483,-68043.22823929452,0.0,28.80027981844801,0.1,162.00779867389247,162.00779867389247,40.50194966847312,0.0
582,-67056.91652196363,-67072.74091949298,0.0,17.71224250267535,0.1,159.65932505229438,159.65932505229438,39.914831263073594,0.0
583,-65266.338106985255,-65278.246016214754,0.0,21.239217972047083,0.1,155.39604311186966,155.39604311186966,38.849010777967415,0.0
584,-67299.13296239085,-67317.32470749505,2.7755575615628914e-17,31.70225223011572,0.1,160.23603086283538,160.23603086283538,40.059007715708844,-8.260587980841938e-19
585,-65672.36155253652,-65668.60982784006,0.0,25.575130395737087,0.1,156.36276560127743,156.36276560127743,39.09069140031936,0.0
586,-68451.19155688217,-68464.5902289265,0.0,28.356700382252328,0.1,162.97902751638614,162.97902751638614,40.744756879096535,0.0
587,-66956.81059730926,-66973.94256359164,0.0,21.240153341305906,0.1,159.4209776126411,159.4209776126411,39.85524440316028,0.0
588,-68869.94134596609,-68881.75080660942,0.0,21.019870715982556,0.1,163.9760508237288,163.9760508237288,40.9940127059322,0.0
589,-66523.28087484199,-66549.04094622798,0.0,25.10655824335971,0.1,158.38876398771905,158.38876398771905,39.59719099692976,0.0
590,-69531.24631932628,-69565.25822618381,0.0,24.696695930926897,0.1,165.5505864745864,165.5505864745864,41.3876466186466,0.0
591,-68063.11602677144,-68071.03195910234,0.0,17.431428036935863,0.1,162.05503815897964,162.05503815897964,40.51375953974491,0.0
592,-69745.61924963957,-69742.58785287701,0.0,17.079320284972553,0.1,166.06099821342755,166.06099821342755,41.51524955335689,0.0
593,-68945.00233018042,-68962.67359669053,0.0,27.54362511614967,0.1,164.15476745281052,164.15476745281052,41.03869186320263,0.0
594,-68252.06019083514,-68251.24828381481,0.0,29.475191570380577,0.1,162.50490521627415,162.50490521627415,40.62622630406854,0.0
595,-66796.20114505022,-66806.37053453339,0.0,25.733965059927748,0.1,159.03857415488147,159.03857415488147,39.75964353872037,0.0
596,-67719.07472044697,-67750.19692672952,0.0,29.48419657932766,0.1,161.23589219154042,161.23589219154042,40.308973047885104,0.0
597,-65990.10537137225,-66002.42006489319,2.7755575615628914e-17,20.544038872923565,0.1,157.1192985032673,157.1192985032673,39.27982462581682,-8.260587980841938e-19
598,-66584.99645813326,-66578.47830411997,0.0,21.4042334037879,0.1,158.53570585269824,158.53570585269824,39.63392646317456,0.0
599,-66756.38621380355,-66769.27491141527,5.551115123125783e-17,20.06410236424408,0.1,158.94377669953226,158.94377669953226,39.735944174883066,-1.6521175961683876e-18
600,-66984.43580945482,-66998.1232397839,0.0,25.384259414793842,0.1,159.4867519272734,159.4867519272734,39.87168798181835,0.0
601,-66944.75085438692,-66957.50229456884,0.0,21.7499870958827,0.1,159.3922639390165,159.3922639390165,39.84806598475412,0.0
602,-67170.1818606507,-67186.86840737036,0.0,27.209703247847045,0.1,159.92900443012073,159.92900443012073,39.98225110753018,0.0
603,-67866.811852885,-67870.90786211057,0.0,32.054661898731354,0.1,161.58764726877382,161.58764726877382,40.396911817193455,0.0
604,-67042.69444505406,-67056.70856373121,2.7755575615628914e-17,25.094248114724238,0.1,159.62546296441445,159.62546296441445,39.90636574110361,-8.260587980841938e-19
605,-66313.07269028196,-66335.15483451453,0.0,26.166080656317508,0.1,157.88826831019514,157.88826831019514,39.472067077548786,0.0
606,-65824.50988177011,-65849.04124810924,0.0,26.43562082600912,0.1,156.72502352802408,156.72502352802408,39.18125588200602,0.0
607,-67598.74440922681,-67607.6200354804,0.0,26.80751762603051,0.1,160.94939145054005,160.94939145054005,40.23734786263501,0.0
608,-68331.95551257397,-68335.51825050077,0.0,25.542798528882617,0.1,162.69513217279518,162.69513217279518,40.673783043198796,0.0
609,-67844.42232187557,-67859.09002196912,2.7755575615628914e-17,23.959415713637302,0.1,161.53433886160852,161.53433886160852,40.38358471540213,-8.260587980841938e-19
610,-66438.00306149204,-66451.71768637765,0.0,15.590754772511804,0.1,158.18572157498107,158.18572157498107,39.54643039374527,0.0
611,-69826.66968741668,-69836.18243833927,0.0,25.464224505705573,0.1,166.2539754462302,166.2539754462302,41.56349386155755,0.0
612,-70433.57380866465,-70450.17237258462,0.0,19.86162429537021,0.1,167.69898525872537,167.69898525872537,41.92474631468134,0.0
613,-68070.38014269261,-68098.03722110126,0.0,20.669125758927496,0.1,162.07233367307765,162.07233367307765,40.51808341826941,0.0
614,-67412.46478740522,-67437.15935941048,0.0,27.135971809358423,0.1,160.505868541441,160.505868541441,40.12646713536025,0.0
615,-68483.69999491908,-68492.23772182064,0.0,33.87655446304756,0.1,163.05642855933115,163.05642855933115,40.76410713983279,0.0
616,-68177.70693551072,-68180.77056719316,5.551115123125783e-17,29.595770868050007,0.1,162.32787365597792,162.32787365597792,40.58196841399448,-1.6521175961683876e-18
617,-69805.92971951567,-69830.9355426961,2.7755575615628914e-17,21.646898954616777,0.1,166.20459457027542,166.20459457027542,41.551148642568855,-8.260587980841938e-19
618,-70116.13622370535,-70145.060876706,0.0,23.749767427005235,0.1,166.94318148501276,166.94318148501276,41.73579537125319,0.0
619,-68375.5463265109,-68393.4332628037,0.0,26.301609193856102,0.1,162.79891982502596,162.79891982502596,40.69972995625649,0.0
620,-70058.13797141747,-70071.79488400277,2.7755575615628914e-17,29.05404136579891,0.1,166.80509040813683,166.80509040813683,41.70127260203421,-8.260587980841938e-19
621,-68265.66186881984,-68288.59675602536,0.0,16.257340133809095,0.1,162.53729016385677,162.53729016385677,40.63432254096419,0.0
622,-68333.29927656584,-68361.34267899462,0.0,16.68754005982163,0.1,162.69833161087107,162.69833161087107,40.674582902717766,0.0
623,-68845.8603753418,-68871.18583738522,0.0,30.633525684137915,0.1,163.91871517938523,163.91871517938523,40.97967879484631,0.0
624,-66322.42524128551,-66326.51557698337,0.0,22.945928560227077,0.1,157.91053628877503,157.91053628877503,39.47763407219376,0.0
625,-67416.61654136404,-67420.55949467918,0.0,23.925394848556323,0.1,160.5157536699144,160.5157536699144,40.1289384174786,0.0
626,-67967.01303520467,-67978.93269236281,0.0,28.898302661346698,0.1,161.82622151239207,161.82622151239207,40.45655537809802,0.0
627,-67618.10055392134,-67646.20364138253,0.0,31.97841905394978,0.1,160.99547750933652,160.99547750933652,40.24886937733413,0.0
628,-66886.16039623247,-66895.53871596669,0.0,23.95389063127736,0.1,159.25276284817258,159.25276284817258,39.813190712043145,0.0
629,-68832.15727474172,-68830.32289281952,0.0,20.970649667519055,0.1,163.88608874938507,163.88608874938507,40.97152218734627,0.0
630,-68802.70748276454,-68827.35599909551,0.0,33.07791411774116,0.1,163.81597019705845,163.81597019705845,40.95399254926461,0.0
631,-66990.44682035384,-66993.10333163504,0.0,22.037678704235528,0.1,159.50106385798534,159.50106385798534,39.875265964496336,0.0
632,-68113.03542353636,-68127.77136596678,0.0,26.400805794098034,0.1,162.17389386556277,162.17389386556277,40.543473466390694,0.0
633,-68050.66465179615,-68057.56861659694,0.0,27.120305222320447,0.1,162.02539202808606,162.02539202808606,40.506348007021515,0.0
634,-71496.34860131325,-71506.61020784255,0.0,24.927738645608603,0.1,170.22940143169822,170.22940143169822,42.557350357924555,0.0
635,-69131.37360412686,-69151.83644660689,0.0,25.032111349054688,0.1,164.5985085812544,164.5985085812544,41.1496271453136,0.0
636,-69411.68796482388,-69422.32410591861,0.0,24.451950980370846,0.1,165.26592372577116,165.26592372577116,41.31648093144279,0.0
637,-69143.06167570363,-69157.17804611158,0.0,23.14994485058936,0.1,164.6263373231039,164.6263373231039,41.15658433077598,0.0
638,-69734.79713295143,-69747.20917232476,0.0,32.99323585252358,0.1,166.03523126893197,166.03523126893197,41.50880781723299,0.0
639,-69496.04728804734,-69516.65648252676,0.0,23.522598409854197,0.1,165.46677925725558,165.46677925725558,41.366694814313895,0.0
640,-67992.31358019356,-68014.28312423866,0.0,23.33090255121995,0.1,161.88646090522275,161.88646090522275,40.47161522630569,0.0
641,-66197.13400005158,-66223.86524642745,0.0,26.84821096099047,0.1,157.61222380964662,157.61222380964662,39.403055952411655,0.0
642,-68668.4680683821,-68682.39504694207,0.0,27.238584629051388,0.1,163.49635254376693,163.49635254376693,40.87408813594173,0.0
643,-68417.26694010785,-68416.55817858716,0.0,19.366162655450974,0.1,162.8982546193044,162.8982546193044,40.7245636548261,0.0
644,-66380.27783676368,-66383.33858669968,0.0,25.714715473818533,0.1,158.04828056372304,158.04828056372304,39.51207014093076,0.0
645,-70086.03086502258,-70118.35601501743,0.0,36.15650073096316,0.1,166.87150205957758,166.87150205957758,41.717875514894395,0.0
646,-68604.07025291095,-68625.45076392536,0.0,27.504222374722286,0.1,163.34302441169277,163.34302441169277,40.83575610292319,0.0
647,-70490.11889361124,-70487.10831626972,0.0,22.28663100132989,0.1,167.83361641336012,167.83361641336012,41.95840410334003,0.0
648,-68346.04111589602,-68353.16327837693,0.0,21.89576200874442,0.1,162.72866932356197,162.72866932356197,40.68216733089049,0.0
649,-69951.36328784048,-69964.68184965463,0.0,22.639547111514364,0.1,166.55086497104875,166.55086497104875,41.63771624276219,0.0
650,-71042.23765221192,-71037.44465410816,0.0,28.73955128058767,0.1,169.14818488621884,169.14818488621884,42.28704622155471,0.0
651,-71219.24314397336,-71223.51571371597,0.0,26.196234320555746,0.1,169.5696265332699,169.5696265332699,42.39240663331748,0.0
652,-70201.16601637835,-70236.90684307585,0.0,20.403077042067885,0.1,167.14563337232943,167.14563337232943,41.78640834308236,0.0
653,-70872.31080548563,-70862.00793025816,0.0,23.569978890599447,0.1,168.74359715591817,168.74359715591817,42.18589928897954,0.0
654,-70817.50633104022,-70843.51592739021,0.0,34.79173727110297,0.1,168.61311031200052,168.61311031200052,42.15327757800013,0.0
655,-70051.23867640841,-70053.94318046389,2.7755575615628914e-17,27.483496116182607,0.1,166.78866351525812,166.78866351525812,41.69716587881453,-8.260587980841938e-19
656,-68497.06210877474,-68507.40900420694,0.0,24.47025822847932,0.1,163.08824311613034,163.08824311613034,40.772060779032586,0.0
657,-70013.69461197389,-70055.13804544405,0.0,17.485148358024233,0.1,166.6992728856521,166.6992728856521,41.67481822141303,0.0
658,-69227.48992764516,-69245.02732426011,0.0,27.338465858827167,0.1,164.82735697058374,164.82735697058374,41.206839242645934,0.0
659,-71753.21455584437,-71779.07241909376,0.0,25.48991576735448,0.1,170.84098703772472,170.84098703772472,42.71024675943118,0.0
660,-70582.16308868778,-70600.24359408283,0.0,23.041757162891045,0.1,168.05276925878044,168.05276925878044,42.01319231469511,0.0
661,-68649.12941178557,-68666.82068119802,0.0,23.28403862251295,0.1,163.450308123299,163.450308123299,40.86257703082475,0.0
662,-70837.5172122023,-70858.73293110087,0.0,23.15194831978183,0.1,168.66075526714835,168.66075526714835,42.16518881678709,0.0
663,-70319.11897329142,-70337.88997723044,0.0,24.853685931575107,0.1,167.42647374593196,167.42647374593196,41.85661843648299,0.0
664,-70271.89114538224,-70298.15164788996,0.0,24.74303138205757,0.1,167.3140265366244,167.3140265366244,41.8285066341561,0.0
665,-69444.25082236777,-69441.5204976857,0.0,31.309607503569957,0.1,165.3434543389709,165.3434543389709,41.335863584742725,0.0
666,-70018.05231472325,-70023.99499171462,0.0,21.7311683067559,0.1,166.70964836838868,166.70964836838868,41.67741209209717,0.0
667,-70216.17339722421,-70225.21678428377,0.0,31.872190465854086,0.1,167.1813652314862,167.1813652314862,41.79534130787155,0.0
668,-68632.94907105682,-68626.59232891703,0.0,40.688742668299966,0.1,163.41178350251624,163.41178350251624,40.85294587562906,0.0
669,-67240.94802259254,-67266.5085906832,0.0,26.1161945706458,0.1,160.097495291887,160.097495291887,40.02437382297175,0.0
670,-66747.15790949384,-66761.60896948767,0.0,26.427770374288286,0.1,158.92180454641388,158.92180454641388,39.73045113660347,0.0
671,-67187.42498827165,-67207.63621255544,0.0,28.226077929750286,0.1,159.9700594958849,159.9700594958849,39.992514873971224,0.0
672,-66642.08994431292,-66662.64598897294,0.0,25.447903406276243,0.1,158.67164272455457,158.67164272455457,39.66791068113864,0.0
673,-68502.67052911772,-68515.69714491465,0.0,24.243633581732443,0.1,163.10159649789935,163.10159649789935,40.77539912447484,0.0
674,-68024.28917133763,-68037.34008853411,2.7755575615628914e-17,30.668850484335323,0.1,161.9625932650896,161.9625932650896,40.4906483162724,-8.260587980841938e-19
675,-66606.30722352827,-66627.24279075109,0.0,10.298056826678598,0.1,158.5864457703054,158.5864457703054,39.64661144257635,0.0
676,-68262.77728025906,-68284.33628802437,0.0,25.973680973593876,0.1,162.53042209585493,162.53042209585493,40.63260552396373,0.0
677,-68427.58702152762,-68442.39993396317,0.0,23.05740773455557,0.1,162.92282624173245,162.92282624173245,40.73070656043311,0.0
678,-68207.51409812811,-68233.75522532797,2.7755575615628914e-17,29.737632310614288,0.1,162.39884309078124,162.39884309078124,40.59971077269531,-8.260587980841938e-19
679,-68286.40220964966,-68293.67343297142,0.0,27.035261435622676,0.1,162.5866719277373,162.5866719277373,40.64666798193433,0.0
680,-70572.8074023572,-70578.09083501178,2.7755575615628914e-17,18.101909176055347,0.1,168.0304938151362,168.0304938151362,42.00762345378405,-8.260587980841938e-19
681,-66876.58455868933,-66885.31738644342,0.0,29.311967361913794,0.1,159.2299632349746,159.2299632349746,39.80749080874365,0.0
682,-68448.67870516665,-68473.2099556204,0.0,27.565427100486467,0.1,162.97304453611108,162.97304453611108,40.74326113402777,0.0
683,-69554.74140881974,-69576.99236668822,0.0,27.58089143557479,0.1,165.60652716385653,165.60652716385653,41.40163179096413,0.0
684,-70106.83958136411,-70115.42476541188,0.0,27.159612723369705,0.1,166.9210466222955,166.9210466222955,41.73026165557388,0.0
685,-66242.20358463022,-66265.2076798825,0.0,28.771456649067872,0.1,157.71953234435767,157.71953234435767,39.42988308608942,0.0
686,-66599.05157585941,-66625.94070957416,0.0,28.541519236005318,0.1,158.56917041871287,158.56917041871287,39.64229260467822,0.0
687,-68410.73125151535,-68429.24573359077,0.0,30.350751191582138,0.1,162.88269345598894,162.88269345598894,40.720673363997236,0.0
688,-67323.1656193881,-67337.90040679561,0.0,20.59062674386141,0.1,160.2932514747336,160.2932514747336,40.0733128686834,0.0
689,-67172.17058692337,-67185.53991728394,0.0,21.275486775967757,0.1,159.9337394926747,159.9337394926747,39.983434873168676,0.0
690,-68390.50136164788,-68398.74957889813,0.0,24.27740664642241,0.1,162.83452705154258,162.83452705154258,40.708631762885645,0.0
691,-66896.4153441168,-66903.4911449068,0.0,23.4601923518048,0.1,159.2771793907543,159.2771793907543,39.819294847688575,0.0
692,-69196.83111204077,-69192.89496537123,0.0,26.066468536864694,0.1,164.7543597905733,164.7543597905733,41.18858994764332,0.0
693,-66971.86027796126,-66986.87233271488,0.0,20.914556844659046,0.1,159.45681018562203,159.45681018562203,39.86420254640551,0.0
694,-67662.24832093039,-67683.8407776147,0.0,29.68785068813279,0.1,161.10059124031045,161.10059124031045,40.27514781007761,0.0
695,-66061.12996521729,-66060.0543665736,0.0,21.18637610716893,0.1,157.2884046790888,157.2884046790888,39.3221011697722,0.0
